angular_velocity_ground_truth,angular_velocity_odometry,left_wheel_angular_ground_truth,left_wheel_angular_odometry,linear_velocity_ground_truth,linear_velocity_odometry,right_wheel_angular_ground_truth,right_wheel_angular_odometry,time_interval
-0.4055361452560057,-0.39239218766998724,3.8211842988728,3.978954503320849,0.2798318759481031,0.2961079396470184,2.397301833307269,2.60122193327956,8.250000000000009
-0.41099547178729834,-0.38676314561199854,3.9857788975481894,4.022605321036306,0.2937828162369439,0.3009259018865718,2.5427281299394533,2.6646369431097336,8.40000000000001
-0.3884685806693895,-0.3843979837436469,3.9329404135098853,4.090573963618016,0.29258660147012616,0.3074167752941252,2.568984063604029,2.7409099318069883,8.55000000000001
-0.40381233386908116,-0.3821505447818406,3.941270331151735,4.162823864307896,0.29091198105234134,0.3142743617121799,2.5234403589002947,2.8210508404072114,8.70000000000001
-0.37929047848654485,-0.37896531117756976,3.9806783023556878,4.232987039848422,0.2983331516111378,0.321092314420302,2.64894728900293,2.9023977250471775,8.85000000000001
-0.3860331909057315,-0.3754883994127591,4.3449690934719225,4.305014773146932,0.3300539742493674,0.32812416247600795,2.989563667625131,2.986633281875467,9.00000000000001
-0.37496978084615734,-0.37155767118619654,4.2992797720532,4.377967395361851,0.32768995411109514,0.3353109535351475,2.9827192081933585,3.073387127641427,9.150000000000011
-0.3579877224661644,-0.3671426964964091,4.44615289448352,4.451670095238125,0.34359170035386283,0.3426417625249986,3.189218224491209,3.1625912942062886,9.300000000000011
-0.37950570272138634,-0.3622132254295805,4.43694980194483,4.5259199456884325,0.33936358114505566,0.3501031054940852,3.10446311238974,3.254149065291238,9.450000000000012
-0.35066517872730263,-0.35673969352273094,4.430967649228357,4.600484850551669,0.34338199019163834,0.35767876497305867,3.199743243919161,3.3479321488496354,9.600000000000012
-0.3506264814422612,-0.35069380917232584,4.781922767092796,4.675102978556728,0.37497406497047436,0.36534964622087807,3.550834232251079,3.443778048573895,9.750000000000012
-0.3709767117455634,-0.3440492219509414,4.755234775198691,4.749482815425338,0.3693568093120832,0.3730936763200317,3.4526943206253797,3.5414877694642546,9.900000000000013
-0.37064637093402947,-0.336782266493954,4.868347869697706,4.823303971286112,0.37958918166521693,0.38088575930970536,3.566967278418225,3.6408240133740066,10.050000000000013
-0.3306868848057357,-0.32887277142606863,4.805101513754843,4.896218879851313,0.3802106084386296,0.38869780130129933,3.6440231182147036,3.7415100379553383,10.200000000000014
-0.34787734419496424,-0.3203049166994235,4.922202700510762,4.967855515645044,0.3880336226631642,0.3964988195695451,3.7007666920039983,3.843229363678179,10.350000000000014
-0.3440797428750486,-0.3110681159321297,4.94306788819951,5.037821233515028,0.39051151056369815,0.40425514869907603,3.734965679882672,3.945626515353328,10.500000000000014
-0.3066895356854909,-0.30115789325572656,4.950413905571638,5.105707798647141,0.3970803048631399,0.4119307547438379,3.873592869164803,4.048308973438146,10.650000000000015
-0.3078737503543968,-0.2905767173726153,5.101968373614403,5.171097624127748,0.4105331010693016,0.41948766482662414,4.020989427925631,4.150850483130565,10.800000000000015
-0.3064764458803448,-0.2793347497364244,5.230968526023514,5.233571166955115,0.42236388889302184,0.42688651456760535,4.154895671599193,4.252795823436114,10.950000000000015
-0.29921925900906693,-0.26745045987931204,5.253264859366494,5.2927153544054875,0.4255171944195519,0.43408720923556254,4.202672794401325,4.353667073051458,11.100000000000016
-0.28564786886501997,-0.2549510598484265,5.31329036874412,5.348132825255889,0.4330637699062977,0.44104968681697865,4.310348962506939,4.452971326232524,11.250000000000016
-0.25990571417592534,-0.241872712326691,5.240592584543063,5.39945168144688,0.43058822976907946,0.44773476278260205,4.328034743658702,4.5502097137220545,11.400000000000016
-0.2558546012815349,-0.22826047390619408,5.3592077201576584,5.446335364375639,0.4419036678117068,0.4541050279166289,4.460873786769159,4.644887478216114,11.550000000000017
-0.2449030790871332,-0.21416794634853048,5.501794887434012,5.488492206510098,0.456466853373294,0.460125763062841,4.641912965305855,4.736524750441924,11.700000000000017
-0.24409614353954276,-0.19965662414203333,5.474338442560017,5.525684173762229,0.4541232691511538,0.4657658290241593,4.617289760798956,4.824667582330201,11.850000000000017
-0.22729275764441723,-0.18479494525690474,5.671432644526137,5.55773431567801,0.4745166822995344,0.47099848706042996,4.873382517685739,4.908898730109323,12.000000000000018
