theta,x,y
3.140040082801991,0.5992252720916521,-3.5005393109637737
3.1164897735727894,0.5961407764198924,-3.500498199218224
3.092619449879507,0.5929698841702691,-3.5003807018451427
3.068413111665116,0.5897086615703955,-3.5001812701545383
3.043853345598088,0.5863527997727171,-3.499893779916978
3.0189211428447473,0.5828975604850407,-3.499511444752305
2.993595685354291,0.5793377110753998,-3.4990267122706173
2.9678540937409945,0.575667446565511,-3.4984311386351576
2.941671127983216,0.5718802951466803,-3.497715235886355
2.9150188296912543,0.5679690027885318,-3.496868284545881
2.88786609139684,0.5639253910428424,-3.4958781014961224
2.860178133855978,0.5597401800895025,-3.494730749582462
2.8319158662521113,0.5554027661500619,-3.493410170319747
2.803035095724546,0.5509009381712464,-3.4918977137275387
2.7734855407551473,0.5462205124632589,-3.490171528435416
2.7432095859873287,0.5413448546360426,-3.488205758766105
2.7121406914866477,0.5362542438218052,-3.48596947011981
2.6802013332835437,0.530925011552605,-3.48342518376575
2.647300297877503,0.5253283510000324,-3.480526836589015
2.613329070907595,0.5194286309370487,-3.477216870979577
2.5781569326796117,0.5131809423289564,-3.4734219673227833
2.541624173990158,0.5065274128511067,-3.4690465804793007
2.5035325348180177,0.4993914587939913,-3.463962770006914
2.4636314998065063,0.4916684081443354,-3.4579934528016887
2.42159847320359,0.4832093452364904,-3.450883252975317
2.377010561141254,0.47379132808271723,-3.442244160885452
2.3293086835177874,0.46305757450843754,-3.431445057735673
2.2777787391911786,0.45038329130991034,-3.41736060284752
2.2217385713513207,0.43452839958259043,-3.397712596105709
2.162446786890463,0.41258154071784214,-3.3670549014599103
2.138274436804354,0.39141265720560026,-3.334713572806318
2.1445864492559075,0.36821020080539846,-3.2985649921512636
2.1804198909041084,0.3431721038593807,-3.261307610626697
2.2335012238822847,0.3164029433609451,-3.225064435659238
2.285068811691991,0.28781442232367427,-3.1903189645592884
2.3284678119371645,0.2576079380789029,-3.156968544870505
2.3361648018217687,0.22655700739533113,-3.1243981640569913
2.3036053261159766,0.19591463373073026,-3.091445682399885
2.247791614155992,0.16676024988250593,-3.057174757813557
2.1850306409747033,0.13968866090891274,-3.021237806612483
