theta,x,y
-0.27342035351068145,1.9381539637566316,1.2258623036815715
-0.30184036241625617,2.005737542738738,1.2058198578662138
-0.3215840764245888,2.075064141340634,1.183444443635464
-0.33240576177266024,2.1454470787369275,1.1595406745056667
-0.33465597394119717,2.2162501402586026,1.1349806550620747
-0.3297631297236914,2.286946624258884,1.110545824123135
-0.3169288175728664,2.36194220660801,1.085381839484172
-0.29864044337797535,2.4315852310297625,1.0632283980184132
-0.2756852869025027,2.5006244105907176,1.0428411709736403
-0.24912323189090732,2.569128144935831,1.0244488217352046
-0.2180490183043013,2.6418284313360534,1.0071570618292411
-0.1867978359917765,2.70968224316255,0.9932414376216027
-0.1543234243074583,2.777442643987653,0.981573323066307
-0.12011326054824957,2.8472601809953644,0.9719342566719049
-0.09355998626106007,2.900049980329512,0.9662817718476719
-0.07059754094698464,2.9461499797784563,0.9624958178938215
-0.04703174006256341,2.9939003324556417,0.9596891920201632
-0.026385831027907196,3.038799583925491,0.9580471448682288
-0.010748537408784519,3.0837457031639306,0.957224467171238
-0.0063945320173924135,3.131731145373043,0.9568628738154594
-0.019825800553346876,3.17676552062714,0.9563152227636017
-0.04472919272230779,3.2217756890290574,0.9548772804324086
-0.07323949299968538,3.266653146329545,0.9522315890226153
-0.10470991449148412,3.314398145690256,0.9479669471209528
-0.1342446129432517,3.3591615175367133,0.9425865364267133
-0.1673841135596781,3.407237745517843,0.9352775008446179
-0.20395599120511557,3.4534735820148006,0.9265931781204652
-0.24896052420823392,3.501354406776305,0.9155670912041513
-0.3006270575385474,3.5503394551681087,0.9017325760043144
-0.35815999639593704,3.602856224974059,0.8837449642334637
-0.412337161112399,3.6518929551173094,0.8638113686074459
-0.46745244666729663,3.702048377880854,0.8401489165837793
-0.5219278216676464,3.7514248766649483,0.8134536423836027
-0.574009350075495,3.7983705439470783,0.7847412460698847
-0.6255683477714958,3.8443062769971386,0.7532757824665104
-0.6767434590912246,3.8890666582957376,0.7191397594422495
-0.7307821679591578,3.935310748916614,0.6798775114199481
-0.7808301606566778,3.977214252461469,0.6403511658074936
-0.8304402775213312,4.0175567215565975,0.5982890091768395
-0.8792663706275954,4.056153567131665,0.5538611128720807
-0.9304697699745014,4.095289911311456,0.5040347825502852
-0.9776719664822379,4.130027060115252,0.45500202310522253
-1.0236910620301463,4.162796632070649,0.40380483724545724
-1.0689069999401648,4.193485596416644,0.3506481237757735
-1.1165827633281888,4.223836126009901,0.29194269561692787
-1.163819123098635,4.251616891755329,0.23138354511395443
-1.207444328019234,4.275267939086396,0.17294850205212106
-1.2501203423970473,4.296545775699066,0.11314384906286426
-1.2947609581022343,4.316590873376864,0.0479409333683454
-1.3357181644611285,4.332890453365931,-0.01446185139008177
-1.3758779829414287,4.346743954661995,-0.07794082504156266
-1.4177044616449548,4.358833814505609,-0.146875470530946
-1.4556752097440278,4.367661914362222,-0.21248362330845466
-1.4954834208401284,4.374399901946925,-0.28327291351374995
-1.5322024064437882,4.378205580432337,-0.35032235575400045
-1.5682142080621428,4.3795819791668436,-0.41780743255399266
-1.6031071289302352,4.3785624087901205,-0.48558450316244967
-1.6393922717115341,4.374880564839781,-0.5581949867989265
-1.672430392695477,4.369037795620135,-0.6265285018765544
-1.7045290217211206,4.360928079048205,-0.6950326415042452
-1.7378224169306016,4.349830342206176,-0.7682820671651713
-1.7681095308856332,4.337180721358604,-0.8370118484603657
-1.797512236311665,4.322420273427654,-0.9056510953437541
-1.8280696592293577,4.304422739794056,-0.9785838833767526
-1.855655247911928,4.285499795065463,-1.0466815475241007
-1.884185744531494,4.263200507470144,-1.118995812157747
-1.9100492371493436,4.2403693259999,-1.186475231299185
-1.9350947932570448,4.215733692511875,-1.253621048554641
-1.9610505559090412,4.18752295778219,-1.3248476871845998
-1.9843808506844818,4.159352597050636,-1.391186558405673
-2.0069008171256186,4.1295836578636695,-1.4570524547946246
-2.0300824663783517,4.096147448488634,-1.526714834644222
-2.051082316143618,4.063301165068784,-1.5914352529470681
-2.0713250651363206,4.029051844887214,-1.6556012996947422
-2.090937907297944,3.993447540958079,-1.7192183270665387
-2.111210805937477,3.9540196793537716,-1.7864879533247324
-2.130645348722775,3.913173865569316,-1.8531104082068235
-2.1481639835431108,3.873659683869772,-1.914966276480507
-2.1661365065484155,3.830296177982713,-1.9802599889198507
-2.182327072400396,3.788551939410931,-2.0408404464775702
-2.1981073325257428,3.7458086071479135,-2.1007991635743135
-2.214421444776383,3.699141101792058,-2.1640892255415083
-2.229348246044511,3.6543935906138,-2.222831859947611
-2.2447188139246186,3.6056625538579454,-2.284834635776524
-2.2586206961263438,3.559083036044474,-2.342347891927671
-2.273016216089352,3.5085033648053545,-2.4030210315589504
-2.2860268885318344,3.460287129455892,-2.4592692309517483
-2.299176373195682,3.409683734675342,-2.5167593563331554
-2.311293211928344,3.361659850717901,-2.5699417714550337
-2.324495420182985,3.307884495959096,-2.6280073399305466
-2.336668690975227,3.2567527739271838,-2.6818380026597457
-2.348582056753313,3.2049544166468436,-2.73507175085633
-2.3611108350687293,3.1489994703971904,-2.791189148436087
-2.3726255119847406,3.095914856852916,-2.843155189667556
-2.3840460660360545,3.042232368267727,-2.8945122663368386
-2.3957766534827227,2.986923687326919,-2.9462290273059937
-2.4044981487932473,2.946335000532608,-2.983609090202425
-2.4122940266391253,2.909454569130791,-3.0168806521369462
-2.419281491607992,2.875939311308276,-3.0466199632772524
-2.4270003815856507,2.8398169316026607,-3.07820240132175
-2.4354985254763712,2.8045476757289167,-3.108541490749916
-2.4457911242287986,2.771286901248718,-3.1366292689645996
-2.460718135970396,2.7342014127785697,-3.1671648834158597
-2.476896185222586,2.6989968566680984,-3.1952313158057413
-2.494879193619806,2.6609380754657477,-3.224518214249837
-2.511866526391987,2.6247823774340793,-3.2513452422309412
-2.5294001683967435,2.5850676404961237,-3.279758262603724
-2.54427481819771,2.5450203351709475,-3.3074256125048156
-2.556438205206421,2.495893449921676,-3.3403067105158817
-2.5622674570607695,2.4410092914751904,-3.3762694629045096
-2.564587355559392,2.3769366218975896,-3.4180231249107442
-2.5655068615861016,2.3124708088666623,-3.459937787783614
-2.566499676287931,2.2516121450817006,-3.4994287504877546
-2.568198367467779,2.184445214161647,-3.5428876900693096
-2.570399242962439,2.121418168512321,-3.5834922550189816
-2.5731834560376083,2.058302188719357,-3.6239316749710144
-2.5765303484105457,1.995076854449183,-3.6641694292011975
-2.580696284968146,1.9274895850668017,-3.7068263646002406
-2.5851695480646333,1.863973356475905,-3.7465295692863587
-2.5904566852206665,1.7960446332195716,-3.7885324149328174
-2.595919712852233,1.7321787533120296,-3.8275504128210143
-2.6018658094681846,1.6681177793232003,-3.866188542677811
-2.6087637094414236,1.599554931166829,-3.906944439881893
-2.615863191073126,1.5350427083648996,-3.9446832194218087
-2.623975158958601,1.4659537538501752,-3.984395969408002
-2.6326210967705914,1.3965723724295351,-4.0235068501965525
-2.6412088108272207,1.3312562973120254,-4.0595875470134555
-2.6507329585774375,1.261288032716888,-4.097416710199177
-2.6601596350912273,1.1954026081920808,-4.132234733692296
-2.6700240078707083,1.1292259624392358,-4.166395166239781
-2.6811641859940702,1.0583088836496388,-4.202067569483021
-2.6921811726911202,0.9914974159964751,-4.2347460418823415
-2.703629017314635,0.9243692091908249,-4.266651632112745
-2.71631245661321,0.8524165440013326,-4.299791641647013
-2.7285355489861227,0.7846463564402402,-4.329989951129166
-2.741127670089936,0.7165609060112103,-4.3593208233043885
-2.7549971374993034,0.643586931226058,-4.389620323067903
-2.769054779198103,0.5720987549775646,-4.418140392879044
-2.783576540212312,0.5011848029177226,-4.445260986707341
-2.7981645766082193,0.4317929746438106,-4.470645975190961
-2.813181385639228,0.36209736694986805,-4.49497846715055
-2.8295515319353846,0.28744809432271307,-4.5197329653063605
-2.8451609964580284,0.21716858281152934,-4.541799724437233
-2.861111830698483,0.14661142246539777,-4.5627370994637655
-2.87857849141638,0.0710662328387525,-4.583788115118017
-2.895607200321574,-1.0392562211455902e-05,-4.602278374681122
-2.913111312288098,-0.07133782770130243,-4.619523055245274
-2.9322380368219227,-0.14765928514744942,-4.636501518531388
-2.950605886691626,-0.21941176839926335,-4.651056590776368
-2.970463553201923,-0.2960916149214199,-4.6650911201904925
-2.990531094698705,-0.3729787170849181,-4.677585477311425
-3.0097413394521193,-0.44519498616941583,-4.687869448331664
-3.0308107002583697,-0.5223382198187334,-4.697274906954667
-3.052492622516544,-0.5995784169035503,-4.7050187110896164
-3.0733317221498315,-0.6720325571013208,-4.710728179568832
-3.095975474017205,-0.749333581967645,-4.7151319121229225
-3.117499752049076,-0.8217060095446949,-4.7176515436144335
-3.139396079970048,-0.8940071471825612,-4.718598100866061
3.12024063200859,-0.9710778328551137,-4.717857966267523
3.0961920288321236,-1.0480060925739632,-4.715289777693995
3.0730338974811535,-1.1199300635373861,-4.711183395877146
3.0493540243226205,-1.1916447287236656,-4.7054026000490525
3.0252096586246,-1.2630940660019698,-4.697919684161222
2.9991272996335927,-1.3388948130902647,-4.6880495898598324
2.9742906277974392,-1.4095369811707419,-4.677015737308451
2.9473822339994666,-1.4844398223264959,-4.663323263560667
2.9202013379462963,-1.5588685939132565,-4.647626485225858
2.8940883975349556,-1.6281087188606114,-4.631084796515673
2.8675430173828276,-1.6967592876639572,-4.612760325376976
2.840456836411588,-1.7647443882078364,-4.592646512534285
2.811242365344959,-1.8364341060848421,-4.569223154177497
2.781566684300436,-1.9072527638157446,-4.543753456187893
2.75328410986282,-1.9727784715913503,-4.5180183244922265
2.7226759599846573,-2.0416925007545386,-4.488570723124534
2.6935308960672897,-2.1053132258551575,-4.459095132945705
2.662063295541422,-2.172111814555656,-4.4256444619683615
2.632145702896174,-2.2336008949252903,-4.392456421429825
2.5997938400735676,-2.2978848616026233,-4.355144752184016
2.566847669448538,-2.360707089422303,-4.315869960311553
2.534481428073341,-2.4201458021068425,-4.2759521041533235
2.501651170984643,-2.4781033763817217,-4.2342226509363465
2.4673148531826157,-2.53630711907636,-4.189271568811335
2.4345646333793947,-2.5893283122366024,-4.145405042907904
2.399350628937254,-2.6441417936767366,-4.096812405224482
2.3641759129756057,-2.697083278735074,-4.046457510878954
2.330408972142943,-2.74490233097842,-3.9977293499248496
2.296135549660405,-2.79089077016912,-3.947564650970539
2.2591478516841,-2.837884424854541,-3.8925138208429604
2.221745691955719,-2.882680283744501,-3.8359015700355843
2.1862235575672084,-2.9226195734429132,-3.7814333923522696
2.1502975809427314,-2.960510637387324,-3.725666948664729
2.1116094120917794,-2.998583630372506,-3.6648763732468526
2.0729191578216293,-3.0342059416962974,-3.6027657275367293
2.0365138192185417,-3.06531470634295,-3.5434890125206415
1.997047670071991,-3.0959891398333377,-3.4793043264674934
1.9595963672226666,-3.122337740249902,-3.4182530289432793
1.919367892144424,-3.1478429460806274,-3.3522182014886788
1.8802376267228726,-3.169813188806654,-3.2877931364045825
1.8403706311134558,-3.189441766752425,-3.221814277218097
1.799385379560232,-3.206791514524238,-3.1535487828842337
1.7608090837198824,-3.220473750263484,-3.089100641946218
1.7199885718395607,-3.232327475835533,-3.019730957769254
1.6816268757637964,-3.240856473146837,-2.954370760043775
1.6402952847981096,-3.2471701672170123,-2.884390059076236
1.5970469883062923,-3.2506264086253593,-2.8120772855276126
1.5595868074587254,-3.251077134463132,-2.7508311455136303
1.52355222198338,-3.24941207173141,-2.694147109891294
1.4935762253137765,-3.2463422701680273,-2.644916951021435
1.4667150070969057,-3.242272369666341,-2.6001555122423716
1.4387783671396617,-3.2366200990725433,-2.5525243474637063
1.4115719681290768,-3.2296545701726425,-2.5050389428584747
1.3870772890083949,-3.2214452944324186,-2.457674566942343
1.3667351849986458,-3.2121772095665246,-2.410514291617945
1.3502785057235036,-3.2026801449819042,-2.3664524058324727
1.333814080505986,-3.1917793237640635,-2.3196276284437265
1.3177218784617728,-3.1801220271164587,-2.272989010462467
1.3032819062559644,-3.168326483671857,-2.22869007603976
1.2900685329979285,-3.1543515996831117,-2.179083515002007
1.2832193619369967,-3.1378858717667226,-2.1233338091753033
1.2888144059677153,-3.118531878404689,-2.0583152665407667
1.3038578645664565,-3.099498652249329,-1.9911237353671376
1.3230389523437283,-3.0798720062301546,-1.9166415148765383
1.3410839401960084,-3.0625490634540267,-1.8454885474571987
1.3588581317582573,-3.0453950218833357,-1.769058611517946
1.3740858326945582,-3.0304488865569854,-1.6969162634549741
1.388852002760251,-3.015618287638497,-1.619495205086738
1.4014678505396758,-3.002672222962433,-1.5465237667751077
1.4134460308272525,-2.9897896719186394,-1.4683128645468622
1.4239822005886966,-2.977766014258971,-1.3898135693370142
1.4325744626923336,-2.967177628742328,-1.31598816169655
1.4401379617397039,-2.9571754793448686,-1.2419963477650695
1.4469890133959895,-2.94706378189495,-1.1629066856291732
1.4523809602517779,-2.938028217740885,-1.088625279274328
1.4570814907164311,-2.928783441813771,-1.0092770992458475
1.4605126157073476,-2.920413800628153,-0.9348116179232266
1.46299088281499,-2.9122606086047274,-0.8602916645705121
1.4646838162845197,-2.9037268635758475,-0.7807664119672413
1.4655313917197634,-2.895292701736353,-0.7012184880968365
1.4655600381907516,-2.8868918930579195,-0.6216612443438648
1.4648978421206498,-2.878992197498871,-0.5470792964377741
1.463521984361015,-2.870485296777826,-0.46753971612162526
1.4615158418859355,-2.861844499701505,-0.38802429374776093
1.4590893277366281,-2.853579216371467,-0.3135149130328705
1.4560595198118729,-2.8445482159522406,-0.23407264496732386
1.4527762517299878,-2.8358468833286286,-0.15963473649691967
1.4487408510862552,-2.825977038512399,-0.0777963610165338
1.444880185768809,-2.817020371515594,-0.005924750040463417
1.4403313253159726,-2.806805664038992,0.07332612554777035
1.435563459000256,-2.796222793366024,0.15251887829193453
1.4306568656153216,-2.7852583592447355,0.23164422221217215
1.4257076618048794,-2.773904855658339,0.3107125876169404
1.4212151630075074,-2.7634002920338916,0.3815458377377233
1.417296440753885,-2.754367148611336,0.44159680820079045
1.4143100197114356,-2.747173574278843,0.4878824985383118
1.4112727061638752,-2.739647247313561,0.5351159931763301
1.4061641705395298,-2.732396988874257,0.579490588270452
1.3925154042479295,-2.7242474335364726,0.6267454657558897
1.3559652588447517,-2.7156060561422195,0.6707291059001207
1.2838529206446152,-2.7038647168461005,0.717079749834473
1.1908580851008927,-2.688232007480129,0.7623252272481199
1.0923865600945415,-2.66829096191494,0.8058572392412124
0.9967613221990119,-2.6451524433775537,0.8456012887615099
0.9025734104996611,-2.6182484832921142,0.8830942690483149
0.8098090857941319,-2.5880978361310363,0.917782474591929
0.7234535357180591,-2.55714377080557,0.9477626908848533
0.6528603937255554,-2.528816956455226,0.9711964463015759
0.5896096502328126,-2.500027027319157,0.991873188866984
0.5257307554691858,-2.467817277325774,1.012023808696612
0.4611350060849607,-2.432482331394432,1.0310865980201285
0.4044682996591897,-2.3993921579348214,1.046416289705498
0.34198900166753676,-2.3606841696149172,1.0616055981708126
0.2794761352256084,-2.3197595250267415,1.0747665332899077
0.2167039450113101,-2.27672070295191,1.085676242864821
0.15813785182268456,-2.2342715279854404,1.0937248455215243
0.09611379930097941,-2.1869645127599875,1.0997514589368416
0.03816832161660835,-2.1406313676076785,1.1028503336745734
-0.022995956685285854,-2.089221546990111,1.1032183402824327
-0.08265499076430602,-2.036027986424597,1.100382050059896
-0.14102787209253156,-1.9811125818691422,1.0941911485579998
-0.19783697169092399,-1.9244776647007285,1.0844829348354894
-0.2495391943568241,-1.8701464319443797,1.0720901077878993
-0.30216311573313615,-1.810797398049604,1.0552456504497882
-0.35262334991785577,-1.7503409500533476,1.0346720953759507
-0.3976426174876743,-1.692844872611388,1.0119845918745978
-0.44276318081579163,-1.6307418360050556,0.9841787209596918
-0.4845586874590022,-1.5681220243275191,0.9528030704723324
-0.5202542885829329,-1.509068097635706,0.9202964865084806
-0.5566511418199233,-1.441982410230319,0.880148528470946
-0.5842293114742172,-1.382549573173293,0.841978022353409
-0.6093534286683212,-1.3191685172957541,0.7988711988068098
-0.6299517920852946,-1.2558542979622687,0.7536567389260099
-0.6448037566256443,-1.1965504091933223,0.7097055561891987
-0.6563721909628887,-1.1334378877631184,0.661634557183423
-0.6634773091463024,-1.0704573697344657,0.6127308633085252
-0.6662332833929672,-1.0075511690036962,0.5633945111215186
-0.6649058171872071,-0.9446536888272192,0.5139920803123973
-0.6600825631853268,-0.8856413254910537,0.4679361214390287
-0.6518570269194385,-0.8265276013510727,0.42242561216348146
-0.6399329014546142,-0.7632624918826981,0.37472541369273826
-0.6247524253294287,-0.6997227531897399,0.3281693196164476
-0.6068849071910063,-0.6358070501983802,0.2829459247233447
-0.5878353198437549,-0.575478034172146,0.24190335537966212
-0.5655301516138316,-0.5106374222057558,0.19972925192120267
-0.5430122095343161,-0.44934876114215805,0.1618094886140309
-0.5173345227871393,-0.3834074023184519,0.12317346973229593
-0.48987766090039103,-0.31688918833739926,0.08654736077535116
-0.4612364443444517,-0.2497004508698819,0.051973144568278395
-0.4334819107184287,-0.18609000670908482,0.021478229671673614
-0.40306694186335573,-0.11756098865668753,-0.008959935303222491
-0.37404007404610257,-0.0526729625089203,-0.03549857739100874
-0.3427523300939155,0.017245729202989904,-0.06166684136746197
-0.3125010034929408,0.08509020029131639,-0.0847090232685112
-0.2875310722369605,0.14045728254801482,-0.1018266395470844
-0.26799474392197564,0.18458077970875886,-0.11439985578441475
