dist_r,heading_angle,theta
0.25920918701034656,-0.06361700944639145,0.06383470101782446
0.19360664835701838,-0.0476952427381061,0.04769180955175628
0.14197664691275813,-0.03496670475535478,0.034967068044265484
0.09664199223536458,-0.023799278192184307,0.023799144100421592
4.000998064977839,1.5322996010012917,-0.8021631861783896
3.9999809868595704,1.564085651066536,-0.7909175747312314
4.000275048420224,1.5905764179972879,-0.7796682245308759
4.001458324925949,1.6036115404655698,-0.768424492830432
4.002832440855198,1.5990620970788942,-0.7571858244028271
4.003773979485852,1.584380282595753,-0.7459478232551784
4.0039843204084455,1.5665610717874041,-0.7347091818332538
4.0033812260451755,1.5482260317420315,-0.7234708900050677
4.001950025868716,1.529966568631124,-0.7121952465604326
3.999629501391864,1.5100800720970626,-0.7007814687288254
3.9961677924131767,1.4847960599681236,-0.6889993145297857
3.991092231191842,1.4509917594917756,-0.6766924198042874
3.9839876478191814,1.4116370902860487,-0.6640018653966273
3.974660085966152,1.3706014052919326,-0.6510970721629357
3.9630496633381918,1.3295101696555027,-0.6380606211001816
3.9491686043684533,1.2891512016578401,-0.6249484148020727
3.9330163052829215,1.249394479518392,-0.6117706350002559
3.9146002111983194,1.2102442915494052,-0.598543822471971
3.89393316277499,1.1717050597575336,-0.5852840635230152
3.8710331379651124,1.1337813647985777,-0.5720069736416151
3.8459229824611016,1.0964779640846944,-0.5587276840454038
3.818630131504351,1.0597998026296662,-0.5454608306477997
3.789186325402183,1.0237520162955747,-0.5322205449898791
3.7576273207909368,0.9883399271901772,-0.5190204467113939
3.723992599385576,0.9535690310581768,-0.505873637168943
3.6883250756795483,0.9194449766109531,-0.4927926938494449
3.6506708048100203,0.8859735368475208,-0.47978966527197464
3.611078691588395,0.8531605725335003,-0.46687606611968846
3.569600201518025,0.8210119881233624,-0.45406287239490983
3.5262890744825066,0.7895336805323534,-0.4413605164434229
3.4812010416892436,0.7587314812861661,-0.4287788817474907
3.434393546393273,0.7286110926959963,-0.4163272974399339
3.385925468902867,0.6991780188212016,-0.40401453254262765
3.3358568563773936,0.6704374920881573,-0.3918487899808061
3.2842486579639774,0.6423943965288015,-0.37983770046846943
3.2311624658765683,0.6150531886823862,-0.36798831639887863
3.1766602630919936,0.588417817265994,-0.3563071059066032
3.1208041784150327,0.562491642760578,-0.3447999472930108
3.0636562497409154,0.5372773580773256,-0.33347212402479354
3.005278196411517,0.5127769114624181,-0.3223283205246541
2.9457312016140804,0.4889914327658498,-0.31137261897451474
2.8850757058027696,0.4659211641420753,-0.3006084973445584
2.82337121212892,0.4435653961677495,-0.2900388288466025
2.760676104842456,0.42192241025684973,-0.2796658829882648
2.6970474815728656,0.4009894281287454,-0.26949132837621015
2.6325410003134015,0.380762568944093,-0.2595162373834756
2.5672107418185974,0.3612368145709446,-0.24974109275891498
2.501109087985734,0.3424059832839077,-0.24016579621755296
2.4342866166301613,0.3242627120374644,-0.23078967901058833
2.3667920128877076,0.306798447295453,-0.22161151443442817
2.2986719972909033,0.2900034442469006,-0.21262953220078273
2.2299712703758456,0.2738667740979639,-0.20384143455576575
2.1607324734895426,0.2583763390042657,-0.19524441400614334
2.0909961652895426,0.2435188941001909,-0.1868351724861559
2.020800813263892,0.22928007599377764,-0.17860994177927303
1.9501827994545162,0.21564443702884484,-0.17056450499618103
1.8791764394444275,0.20259548457039367,-0.1626942189033258
1.807814013571141,0.19011572454474468,-0.15499403689538305
1.7361258092566363,0.17818670846139817,-0.14745853240984852
1.6641401732983423,0.16678908315778518,-0.1400819225922012
1.5918835729452419,0.15590264253913677,-0.132858092035411
1.5193806645867083,0.14550638063167654,-0.1257806164375701
1.4466543689068565,0.1355785453262719,-0.11884278604589671
1.3737259514011844,0.12609669225976727,-0.11203762878427126
1.300615107211924,0.11703773836111253,-0.1053579329951333
1.2273400493102373,0.1083780146783182,-0.09879626976598788
1.15391759913346,0.10009331820065936,-0.09234501485769098
1.080363278869933,0.09215896250027011,-0.08599637030952056
1.0066914046680548,0.08454982714298742,-0.07974238587048754
0.9329151801247264,0.07724040596894977,-0.07357498050731248
0.859046789474349,0.07020485453549696,-0.06748596438435861
0.7850974899427378,0.06341703727880832,-0.0614670619305655
0.7110777027338152,0.05685057534354687,-0.05550993696083584
0.636997102050096,0.05047889666315042,-0.049606221416388596
0.5628647013497782,0.04427529097644056,-0.04374755036019096
0.4886889355826908,0.038212974540762,-0.037925607912483006
0.4144777371166207,0.032265173536576874,-0.032132193028566736
0.34023860066525274,0.026405244660408833,-0.026359323518960753
0.26597862639930947,0.020606875387563228,-0.020599420722104522
0.19550543149882924,0.015139429748607824,-0.015140037434183906
0.1422947839606081,0.0110193270888721,-0.011019253212348978
0.09686046168151578,0.007500718236923554,-0.007500748363408416
6.036953062279641,0.7835583182838111,-1.5776980059480135
6.005043585683991,0.781596433072683,-1.572428134137624
5.973055435855979,0.7785918486582979,-1.5671434004662512
5.940929921456712,0.7728928174152845,-1.5618536578340219
5.9085699422209395,0.7636455746737667,-1.5565758173694595
5.8758906091316545,0.7523521610644455,-1.551325545040492
5.842854464001885,0.7404330488307487,-1.546110920355588
5.809455082856249,0.7284202246681009,-1.5409347895470644
5.775054120391803,0.7171265351449003,-1.5356965665778894
5.738059585192674,0.7079510370239053,-1.5301443851457728
5.695034183503127,0.7040359750131469,-1.5237274460895283
5.644346727799863,0.7070327036141775,-1.5161123857994994
5.58937619296432,0.7139736934157082,-1.507691920218121
5.533228307831764,0.7219858729639448,-1.4988729683070539
5.477059681177689,0.7299797898827869,-1.4898157931767597
5.421369642271142,0.7374834212630788,-1.4806010454098584
5.366056702658041,0.7445818595314266,-1.4712178743032915
5.31110557393099,0.7512801851284614,-1.461668532790038
5.256500624692412,0.7575835167116161,-1.4519552113830094
5.2022259307014105,0.7634969967574916,-1.4420800355308148
5.148265322297014,0.7690257773961058,-1.4320450633282793
5.094602429117112,0.7741750065207,-1.4218522835678724
5.041220722147606,0.7789498142115203,-1.4115036141175497
4.988103553150162,0.7833552995068427,-1.4010009006100395
4.935234191529004,0.7873965175496132,-1.3903459154284257
4.882595858708083,0.7910784671333175,-1.3795403569728355
4.830171760099167,0.794406078666281,-1.3685858491932585
4.777945114749411,0.7973842025694813,-1.3574839413738433
4.725899182763644,0.8000175981191244,-1.3462361081545582
4.674017290602215,0.8023109227418326,-1.3348437497767243
4.622282854359604,0.8042687217671975,-1.3233081925397119
4.570679401132597,0.8058954186397695,-1.3116306894569492
4.519190588589357,0.8071953055902767,-1.299812421100358
4.467800222852561,0.8081725347639415,-1.2878544966233665
4.416492274810911,0.8088311098023002,-1.2757579549537208
4.365250894973826,0.8091748778737831,-1.263523766148493
4.314060426984134,0.8092075221476573,-1.251152832904823
4.262905419903129,0.8089325547055974,-1.2386459922211694
4.2117706393815775,0.808353309885236,-1.2260040172050377
4.160641077829071,0.8074729380505463,-1.2132276190244096
4.109501963692849,0.8062943997847434,-1.2003174490013018
4.058338769955574,0.8048204605026834,-1.1872741008471255
4.007137221959865,0.8030536854813537,-1.174098113040708
3.9558833046655417,0.8009964353090959,-1.1607899713510326
3.904563269443594,0.798650861756637,-1.1473501115078932
3.8531636405088645,0.7960189040758259,-1.1337789220247771
3.80167122109134,0.7931022857351797,-1.1200767471793573
3.7500730994437586,0.7899025116049874,-1.1062438901579663
3.6983566547809605,0.7864208656087577,-1.0922806163713703
3.6465095632440314,0.7826584088622344,-1.078187156949997
3.594519803979694,0.7786159783260729,-1.0639637124275325
3.54237566542269,0.7742941860035515,-1.0496104566224254
3.490065751865835,0.7696934187204088,-1.0351275407273361
3.43757899039908,0.7648138385299514,-1.020515097616902
3.384904638295125,0.7596553837931399,-1.0057732463843372
3.332032290914828,0.7542177709901559,-0.9909020971173279
3.2789518902006867,0.7485004973272309,-0.9759017559233458
3.225653733820985,0.7425028442099464,-0.9607723302139293
3.1721284850205693,0.7362238816619948,-0.9455139342565351
3.118367183226556,0.7296624737762603,-0.930126695001267
3.064361255448389,0.722817285292976,-0.91461075818809
3.0101025285014056,0.7156867894076129,-0.8989662947379469
2.9555832420712083,0.708269276918724,-0.8831935074285078
2.900796062622615,0.7005628668331632,-0.8672926378520345
2.845734098141454,0.6925655185526356,-0.8512639736489589
2.790390913679946,0.6842750457710878,-0.8351078560062775
2.734760547656715,0.6756891322168395,-0.8188246874046119
2.678837528840441,0.6668053493761219,-0.8024149395918967
2.6226168939218404,0.6576211763354278,-0.7858791617549497
2.566094205552028,0.6481340218784553,-0.7692179888528325
2.5092655706964364,0.6383412489688531,-0.7524321500678142
2.452127659122615,0.6282402017419875,-0.7355224773210727
2.3946777218076996,0.6178282351170576,-0.7184899137910501
2.3369136090175857,0.6071027471245092,-0.7013355223627877
2.2788337877755565,0.5960612140223853,-0.6840604939268016
2.2204373584040384,0.5847012282484778,-0.6666661554363686
2.161724069790414,0.5730205392226759,-0.6491539776227688
2.1026943329975265,0.5610170969752719,-0.6315255822594803
2.043349232813193,0.5486890985323072,-0.6137827488589431
1.9836905368121722,0.536035036938264,-0.5959274206798011
1.923720701490577,0.5230537527399557,-0.577961709919036
1.8634428750282814,0.509744487693979,-0.559887901962653
1.8028608962416248,0.4961069403945517,-0.5417084585711633
1.7419792893082817,0.4821413234502394,-0.523426019882552
1.6808032538803503,0.46784842176877106,-0.5050434051262009
1.61933865025187,0.45322965144088734,-0.48656361195673825
1.557591979313993,0.4382871186492512,-0.4679898143372003
1.4955703571153474,0.42302367796969964,-0.4493253589262547
1.433281483946263,0.4074429893821856,-0.43057375995422853
1.3707336079823476,0.3915495732704892,-0.41173869260675855
1.3079354836532207,0.37534886266596335,-0.39282398497200965
1.2448963250429592,0.3588472519833683,-0.37383360864617976
1.1816257547761113,0.3420521415081481,-0.3547716681304267
1.1181337489923384,0.32497197692508806,-0.3356423891879252
1.0544305791590207,0.30761628322801826,-0.3164501063591234
0.9905267516097892,0.28999569241731127,-0.29719924985220336
0.9264329458244207,0.27212196447278814,-0.2778943320285421
0.8621599525806645,0.2540080011777137,-0.258539933681714
0.7977186132149199,0.23566785245475952,-0.23914069025130247
0.7331197613382238,0.21711671493993556,-0.2197012780004679
0.6683741684944158,0.1983709225370669,-0.20022639998554959
0.6034924954769286,0.17944792861148162,-0.18072077129555497
0.5384852514604552,0.16036627919655722,-0.1611891024172738
0.47336276401434096,0.14114557588906784,-0.14163607843045667
0.4081351650410943,0.12180642551640197,-0.1220663294709694
0.3428124022050363,0.10237036996569948,-0.10248438306408603
0.2774042965776998,0.08285978041831488,-0.08289457750285156
0.21456696935468678,0.06408749579148676,-0.06409235479292241
0.16384338032706292,0.048927058139545565,-0.048927592379518936
0.11857569585761463,0.03540292542376644,-0.03540290828277204
0.07377198361768125,0.02202310280754549,-0.02202313601228889
3.0287771831061896,0.01710912329618708,-0.000864492769857339
2.983778836748617,-0.00822717156775532,-0.0007980192490706361
2.938788477100494,-0.03107353460801221,-0.0010966026870122825
2.8938263824865356,-0.05031817394679816,-0.0017243765519217025
2.848904839621433,-0.06743381514040703,-0.0026465372553867716
2.8040341266584563,-0.08395561873751678,-0.0038505047299404183
2.759225764925232,-0.10049007561558199,-0.005340318006078482
2.7136563262209576,-0.11666428638892334,-0.007155571866881205
2.6653280136341024,-0.13058677250885076,-0.009388422828666476
2.610020302587782,-0.13729789249985203,-0.012213889553158275
2.545630126980324,-0.13220716720718606,-0.01560032283930246
2.4757292864642957,-0.11921263326000364,-0.019118812734745916
2.403627660125647,-0.1039667078297235,-0.02243045921679232
2.3306085897533313,-0.08889546473404586,-0.025414345002031657
2.2573229874975222,-0.07510133610383463,-0.028039843330936565
2.1837201691054613,-0.06236823046139861,-0.03032176387390839
2.1098450904255213,-0.05067209495749214,-0.03226880870095994
2.03573849198297,-0.03998632755086806,-0.03389053239739104
1.9614370384334436,-0.03028199645868579,-0.03519725190228162
1.8869734912804383,-0.021528063882302106,-0.03619995775651219
1.8123769078690963,-0.013691609673410099,-0.036910228083264496
1.7376728599597224,-0.0067380510971952745,-0.03734014639917271
1.6628836656449713,-0.0006313553949093276,-0.037502224124721595
1.5880286289589187,0.004665757580190721,-0.037409328437106204
1.5131242821911426,0.009191624806542897,-0.037074615894401086
1.4381846266258018,0.012985463215608561,-0.0365114720610058
1.363221368141732,0.016087207566062744,-0.03573345718327969
1.2882441448082538,0.018537363664853146,-0.034754257800908794
1.2132607442728307,0.02037687709318803,-0.03358764403145309
1.1382773093469998,0.021647017203529906,-0.03224743212761361
1.063298530747954,0.02238927579890415,-0.030747451770342327
0.9883278264415317,0.022645279573710653,-0.029101517413292255
0.9133675074588171,0.022456715064719468,-0.02732340281232437
0.8384189304287833,0.021865264491081504,-0.025426817624518927
0.7634826373920824,0.020912550390560725,-0.023425384580753272
0.6885584837522327,0.0196400862668078,-0.02133261511143969
0.6136457555059488,0.01808922932323398,-0.019161880213679483
0.5387432772231284,0.016301129304872042,-0.016926371325390654
0.46384951272183916,0.014316663454961187,-0.014639041975154532
0.3889626612498841,0.012176339059532637,-0.012312512452232083
0.31408075390918627,0.009920125023974435,-0.009958899712387614
0.2392017601526717,0.007587120456223673,-0.007589481263422737
0.16819539023242075,0.0053374253640621205,-0.005336796216794504
0.11481199743845312,0.00364263687766897,-0.0036428853233516634
0.06936694230455348,0.002201191514276779,-0.00220095166031542
3.0001014135875286,1.5633544312380883,-0.008207585812088103
2.999976737908216,1.5726972224130131,0.006792281864635043
3.0000493179524708,1.5721211542045355,0.021792186206842302
2.99952673774305,1.5462442263285645,0.03679133084391706
2.9971042341472374,1.4876082024866575,0.051774742279652376
2.991658446933903,1.411276937198104,0.06668733016418715
2.9827388254110057,1.3311043429164906,0.08144709774263156
2.9703430039643153,1.2521527361255531,0.09597485402753171
2.9548044483208913,1.1763604865058586,0.11005663709627769
2.9368158158632443,1.1034174982957072,0.12333956870132483
2.9176821226866556,1.0355236273044817,0.13526663101336536
2.8982537983929153,0.976811540837887,0.14581419902291806
2.877863588470472,0.9246774614476472,0.15570250023834112
2.85577696894347,0.8747058178477864,0.16540481678325752
2.83167142027664,0.82518337958561,0.17505302951475302
2.8053568399663096,0.7755120920210086,0.1846726923635267
2.776777097892497,0.7258246841847731,0.19422469778888002
2.7458602105584964,0.6761668429415737,0.20367431777759307
2.7125372292718346,0.6265937374482569,0.2129828178260662
2.676743594176335,0.5771714202097655,0.22210708665200035
2.6384207650328215,0.5279783413716448,0.23099928756760177
2.5975181562793863,0.47910694179098723,0.23960655858523833
2.553995394445558,0.43066526559527407,0.24787079795184297
2.5078248989355076,0.38277849977581724,0.25572858292679773
2.458994759883306,0.3355903064172878,0.263111281447176
2.4075118466313383,0.28926376363589856,0.26994542727069
2.3534050256817016,0.24398167827192374,0.2761534365513673
2.296728298240593,0.19994598528555851,0.2816547435956054
2.2375635893547146,0.1573759196343003,0.28636742062881304
2.1760228439740366,0.11650465581502178,0.2902103152715763
2.112249028555249,0.07757418113058367,0.29310568593219777
2.0464156254355133,0.04082832094084132,0.2949822393967101
1.978724268743619,0.0065040739716533125,0.29577838369230197
1.9094003251805303,-0.02517827655515159,0.29544541931709273
1.8386864700868164,-0.05402548882597635,0.29395032792282705
1.7668346164877773,-0.07988108767170754,0.291277806421218
1.6940968570153978,-0.10263336396612566,0.2874312547212646
1.6207162929753514,-0.1222206612613217,0.2824325558624454
1.5469186810004458,-0.13863332400386597,0.27632066277328643
1.4729056992445166,-0.15191218638343162,0.26914918266913523
1.3988503543604809,-0.1621439974429073,0.2609832825075432
1.3248946970055993,-0.16945457455246338,0.25189629703819516
1.2511496808079097,-0.1740006717732845,0.24196640074782746
1.1776967596913674,-0.1759615329558164,0.23127362578448166
1.1045907017490861,-0.1755309236101441,0.21989740093781532
1.0318630946103573,-0.17291018057356222,0.20791468168070384
0.9595260928609167,-0.16830255875505884,0.19539865781525256
0.8875760719173017,-0.16190893914185356,0.1824179710183418
0.8159969714718187,-0.15392481248459955,0.16903634779181329
0.744763214529543,-0.14453836735796344,0.15531254723112237
0.6738421664825708,-0.1339294763240817,0.14130052958490494
0.6031961524859791,-0.12226937266370808,0.12704976357890924
0.5327840853523285,-0.10972082660416937,0.11260560211623812
0.4625627774055765,-0.09643865065630841,0.09800966208334992
0.3924880273409091,-0.08257037584560667,0.0833001377359346
0.322515601362662,-0.06825692605114231,0.0685119438334095
0.25260229932002415,-0.053633032829099925,0.053676482381505
0.1858781113071199,-0.03949786291051449,0.03949460712338544
0.1338818292099877,-0.028442157399469536,0.02844271628533476
0.08852149912249449,-0.01880498853511625,0.018804693667899476
