x,y
-0.0008835470216453783,5.7382601463784025e-06
-0.0008835310465570428,5.732307736581598e-06
0.002702258628215326,-4.733171637456672e-05
0.007171078099337633,-0.00022763907323169238
0.011702296343553867,-0.0005392241176754324
0.01628908018834542,-0.0009864272709105698
0.021243456051231055,-0.0016184489078732538
0.025947184245866617,-0.0023620345296255472
0.03070351760089895,-0.0032568551793328536
0.035509555799752957,-0.004308143986299692
0.040362170336992555,-0.005521245408278357
0.04525254253509489,-0.0069000812361301005
0.050510106525481865,-0.008560413175249047
0.05547763432911247,-0.0103050632192404
0.06064209439680904,-0.012314554256909662
0.06550037981589306,-0.014384700347078096
0.07088091153974738,-0.016883564293140516
0.07599346842837985,-0.019457037071321934
0.08112724408454787,-0.022248272437217373
0.08626447078796991,-0.025262294948776635
0.09138646077577264,-0.02850559617135271
0.09650311873768823,-0.031987264087027574
0.10159581864627541,-0.03570610342659914
0.10666425150020109,-0.039676385760810354
0.11207327528462573,-0.044216721620965876
0.11711185701191132,-0.04875186663371404
0.12209804952352173,-0.053557436455604096
0.12702168345347703,-0.05864061879072344
0.13218209563640015,-0.06436541022705551
0.1369344759781692,-0.07003679598777988
0.14158897259466915,-0.07600731555764771
0.14612553339152473,-0.08227496598583559
0.15082369064754161,-0.08930164424866976
0.1550857301724901,-0.09622456905909497
0.15919098572393706,-0.10347596768897546
0.16312246983334827,-0.11106299097657871
0.1670946808263061,-0.11951426556233649
0.1706915311613848,-0.1280264087313037
0.17387658842236398,-0.1364486623014035
0.1769903447814065,-0.14576024400764387
0.17980013137729642,-0.15544938088250349
0.1822098428977025,-0.16521109393757902
0.18428637879035611,-0.17535449132357528
0.18608828867676863,-0.18648121136264503
0.18735583393428104,-0.19711892003652
0.18820269042389226,-0.20814409857047256
0.18859267977352362,-0.21956234327734653
0.1884868729805304,-0.23137856415906208
0.18778254385204624,-0.24438394526497859
0.18651847349272394,-0.2570227129842543
0.18461914521657755,-0.27009802694797114
0.18203024243493374,-0.2836160248857499
0.17868530329642818,-0.297675856898468
0.17424624897952595,-0.3129306566154886
0.16914598479432247,-0.32779298316256233
0.1630749349001972,-0.3430926857528161
0.15595217744660284,-0.3587534859723833
0.14710351370195068,-0.3757619515668835
0.13716714459201293,-0.3925854566077498
0.12654791705963286,-0.40861539286043114
0.11329832126495862,-0.42646494573478727
0.09920588600725912,-0.4434118813495741
0.08337086231457927,-0.4604821034150593
0.06565729294206349,-0.4775949902660462
0.04597078488039928,-0.4945999486374769
0.0225822247065421,-0.5125300451559726
-0.001888154123973071,-0.5290936272074173
-0.030747634194941302,-0.5462079941348754
-0.06080058387711389,-0.5616634742969862
-0.09393972588431512,-0.5763226732178248
-0.1303562039376794,-0.5899359247247812
-0.17278411526941057,-0.602907235256663
-0.21643061227095492,-0.6134106069834033
-0.26384026199026345,-0.621932981987231
-0.3149099015994852,-0.6281493271334792
-0.3730398066402265,-0.6319401859837768
-0.4312261016028757,-0.632668818501537
-0.49646849963240136,-0.6302706526701651
-0.560567494400666,-0.625024547559173
-0.62685868622109,-0.6169706893655541
-0.6995378278343849,-0.6055145126860318
-0.7691118732646375,-0.5923479402025613
-0.839596274975247,-0.5771644234076309
-0.915337630853326,-0.5591128985727357
-0.9867688351335719,-0.5407639499148084
-1.0584213017669228,-0.5213383975297896
-1.130183350481488,-0.501076410712506
-1.2067791222663788,-0.4787895271295997
-1.2785931674877826,-0.4574629381151549
-1.3503911926781313,-0.435876828434814
-1.4269527805436462,-0.41270082522558904
-1.4987258935485448,-0.39093734370839867
-1.572901793381438,-0.3685039875177242
-1.642310990991397,-0.3476367647652751
-1.7189313782651532,-0.3248025077244401
-1.7908085593916168,-0.30362500531359765
-1.862742319829877,-0.2827065941760609
-1.939546650235914,-0.2607095456674403
-2.0116317977747213,-0.2404062630182957
-2.0886262582284876,-0.2191090751259419
-2.1608930410200773,-0.1995003642601182
-2.233233612576981,-0.1802510991174258
-2.305658498880447,-0.161370325163121
-2.3830126678716925,-0.1416437009973622
-2.455627288884833,-0.12354347903261018
-2.5283367837748556,-0.10582869292389294
-2.6059976069024846,-0.0873640249582645
-2.6808517896742323,-0.07001409881100303
-2.7518992190306535,-0.05394942822194379
-2.8298456552234836,-0.03677714453073598
-2.903007747043741,-0.021090148694766855
-2.976253800828286,-0.005802904035005926
-3.054476022413057,0.010062017695337783
-3.12789578037017,0.02451896935883742
-3.2013960968169486,0.03857084133219611
-3.2749799560128943,0.05222104090176938
-3.3535383629079516,0.06633580435307405
-3.427255538595119,0.07914975541435663
-3.50104187153715,0.09155850802404389
-3.5798225026709605,0.10434749991846837
-3.653750069531645,0.1159168344536126
-3.727741850024864,0.12707663259850183
-3.806743337668776,0.13853210084130488
-3.880859092902436,0.1488515431458235
-3.9599689167323646,0.15940943787505332
-4.034188243864722,0.16888525457845796
-4.113412380432831,0.17854226540780502
-4.187738801430734,0.18717263787384697
-4.2621142457753,0.19539104396589277
-4.341506091271445,0.20370431162306402
-4.415974353327771,0.21107569422908729
-4.4904757345854405,0.21803863248740743
-4.569979904973359,0.22501298397682465
-4.644551074425525,0.2311267995463909
-4.72413272498757,0.23719495496650622
-4.8012637912346845,0.2426250302915025
-4.878432575339751,0.2476130668189804
-4.953136850346949,0.25202257293537517
-5.032841898865888,0.2562752686014391
-5.107578873298002,0.2598373778202376
