x,y
-0.0008837240786459949,5.804238751073884e-06
0.011596228011150348,-0.0002969078371317102
0.02452344998746659,-0.0011871045230693045
0.03790228399385119,-0.002717956017056933
0.0517358181102677,-0.0049475278322287375
0.06602559534809074,-0.007939337582855255
0.08077125977188174,-0.011762983549271855
0.09597012539954135,-0.016494853158853684
0.1116166501972508,-0.022218919291059624
0.1277017934584978,-0.029027631235107543
0.14421223008263157,-0.037022904640280074
0.16112938977141025,-0.04631721004360423
0.1784282831292609,-0.05703475123918711
0.19607607058515217,-0.06931271093228841
0.21403032501876756,-0.08330251897133178
0.23223693702140374,-0.09917106395403652
0.25062761653794374,-0.11710171668203972
0.2691169625023654,-0.13729495681394188
0.28759911315405207,-0.15996828430165522
0.3059440694167047,-0.18535494833265798
0.3239939233581373,-0.21370083896490177
0.34155944842958635,-0.2452586790052827
0.35841783761244755,-0.28027848237565045
0.3743128009938212,-0.31899323231839893
0.38895867450025995,-0.3615990904142933
0.4020504326306537,-0.4082304616332108
0.4132811565946435,-0.4589321437573752
0.4223671212683624,-0.5136334493565686
0.42907802936469186,-0.5721316868881797
0.43326666319678986,-0.6340929102518247
0.4348900747441313,-0.6990745662562492
0.4340154370292766,-0.7665676577765391
0.4308083290303981,-0.8360485068775582
0.4255073069257693,-0.9070267826011457
0.4183926114503991,-0.9790792730542819
0.4097568899399371,-1.0518656154153527
0.3998828583725462,-1.1251284855485162
0.38902927016439115,-1.198683855379603
0.3774241062176493,-1.2724069094596007
0.36526292112824343,-1.3462175903884097
0.352710321272518,-1.4200679119982327
0.3399030305941899,-1.4939318157744736
0.32695353620929524,-1.5677975571744742
0.31395373430575546,-1.6416622540315302
0.3009782862765178,-1.7155281325643301
0.2880875696548273,-1.7894000353895088
0.2753302039084957,-1.8632838315642273
0.2627451777680214,-1.9371854513217261
0.2503636235953586,-2.011110341133035
0.2382102885581503,-2.0850631931699812
0.22630474972192616,-2.1590478475469355
0.21466241478341885,-2.2330672981507527
0.20329534415641248,-2.3071237560340974
0.19221292445621074,-2.381218740575231
0.1814224184745612,-2.455353179776758
0.170929412561744,-2.5295275086254287
0.16073817887402342,-2.6037417594328107
0.15085196709531346,-2.6779956412998493
0.14127323789006496,-2.752288607855234
0.13200384839152335,-2.8266199136042567
0.12304519839474182,-2.90098865986982
0.11439834454418474,-2.975393831603484
0.10606408863305461,-3.0498343264242385
0.09804304512943318,-3.1243089771950627
0.09033569218518167,-3.1988165693310293
0.0829424096464777,-3.2733558538854206
0.07586350695299515,-3.3479255573053375
0.06909924327323225,-3.4225243885992773
0.06264984176468147,-3.4971510445234086
0.05651549946061252,-3.5718042132740666
0.05069639396115022,-3.6464825770720983
0.04519268783807462,-3.7211848139394146
0.04000453144300664,-3.795909598898037
0.035132064631547166,-3.8706556047652723
0.030575417775125402,-3.9454215026735318
0.02633471232277529,-4.020205962407963
0.022410061091665767,-4.095007652627805
0.018801568403475244,-4.169825241016756
0.015509330139572342,-4.244657394392371
0.012533433757518253,-4.319502778793496
0.009873958291894525,-4.394360059557029
0.007530974350451913,-4.46922790139019
0.005504544110227272,-4.544104968441183
0.003794721315482974,-4.618989924369249
0.0024015512785169335,-4.693881432414039
0.0013250708853327353,-4.768778155463371
0.0005653086108416971,-4.8436787561167876
0.00012228455892682177,-4.918581896734533
-3.989396621051355e-06,-4.9934862394079875
0.0001864957446855442,-5.068390439790823
