angular_velocity,left_wheel_angular,linear_velocity,path_curvature,right_wheel_angular,time_interval
-0.2944829091494931,1.4417690923994946,0.08323091867033461,-3.5381432027188895,0.4078068780523856,0.15
-0.2988841214834204,1.4846277859437107,0.08639280954055352,-3.459594879167828,0.4352124260685899,0.3
-0.3034393689457419,1.5302820237850283,0.08978196184722533,-3.379736449311278,0.46487268393108994,0.44999999999999996
-0.30815309893657034,1.5790022148022969,0.0934220097002286,-3.2985064218310893,0.4970424452027832,0.6
-0.31302886624128273,1.6310916285960269,0.09733968570751975,-3.215840116659637,0.5320124982377452,0.75
-0.318068921196702,1.6868908309289867,0.10156528523452989,-3.1316696493514673,0.5701155076161218,0.9
-0.3232736609810031,1.74678265297965,0.10613320033317002,-3.0459239895357206,0.6117329099796835,1.05
-0.32864090020678893,1.811197690941944,0.11108252995210231,-2.9585291255834347,0.6573029746603295,1.2
-0.3341649031495445,1.8806202824118436,0.1164577707194379,-2.869408379408118,0.7073301780201096,1.3499999999999999
-0.339835102047358,1.9555948214251608,0.1223095878047819,-2.778482931279011,0.7623960186811037,1.4999999999999998
-0.34563440315665567,2.0367321360064947,0.12869565654183293,-2.685672636079261,0.8231713427009036,1.6499999999999997
-0.3515369540697997,2.1247154324740523,0.13568155017963635,-2.590897241403716,0.8904301270734221,1.7999999999999996
-0.3575052123579434,2.2203049684410714,0.14334162360714137,-2.4940781565148415,0.9650644450509588,1.9499999999999995
-0.36348611880088694,2.324340093347814,0.15175980163076316,-2.3951409720820616,1.0480999428913669,2.0999999999999996
-0.36940614383701575,2.4377365129853743,0.16103011544243523,-2.2940189965216193,1.1407104968465192,2.2499999999999996
-0.3751649559470324,2.561475495051196,0.17125673151497653,-2.1906581576574347,1.2442296497260599,2.3999999999999995
-0.3806274807203061,2.696580132673452,0.18255306998680232,-2.0850237180225104,1.3601547559221552,2.5499999999999994
-0.3856142262116749,2.8440716552269985,0.1950394012289852,-1.9771093624254217,1.490137260972673,2.6999999999999993
-0.38989002461184175,3.0048961935956418,0.20883803353493677,-1.8669493195865425,1.6359489960696194,2.849999999999999
-0.39315190941449846,3.1798097965107104,0.22406487999847322,-1.7546342354820506,1.799409759010916,2.999999999999999
-0.3950178863953888,3.3692080198763947,0.24081589573840412,-1.6403314456637563,1.9822563298659186,3.149999999999999
-0.39502005019977443,3.5728885482597135,0.25914680141180985,-1.5243099588640054,2.1859292608916165,3.299999999999999
-0.39260790136993995,3.78974541999324,0.2790450393829411,-1.4069696499107207,2.4112554551832286,3.449999999999999
-0.3871704365230713,4.017417597518045,0.30039465480597877,-1.2888725892048245,2.6580191759481497,3.5999999999999988
-0.37808723944662453,4.2519580210604975,0.3229384380628781,-1.1707718713032502,2.9244517136701265,3.7499999999999987
-0.36481654736176977,4.48764862854053,0.34624736208548806,-1.053629824540575,3.206737195581427,3.8999999999999986
-0.3470182752011382,4.717137851617058,0.3697135191637554,-0.9386139732895056,3.498718129799728,4.049999999999999
-0.32469040486759654,4.932066593229805,0.3925849094216021,-0.8270577831072646,3.792042505028021,4.199999999999999
-0.29827377559850776,5.124215424965687,0.4140521317023476,-0.7203773456549423,4.0769430573087035,4.35
-0.26866993136579853,5.286948723610083,0.43337553596911127,-0.6199471568347779,4.343618742370168,4.5
-0.2371382548713842,5.416481019440795,0.45001544747999284,-0.5269558105156537,4.583862257892379,4.65
-0.20509136872874936,5.512461861198592,0.4637171312487309,-0.4422768858602756,4.792363277662094,4.800000000000001
-0.1738595386808335,5.577662393580836,0.47451980831070356,-0.3663904765109293,4.9672222355459095,4.950000000000001
-0.1445062312875724,5.616971666752098,0.4826954654642524,-0.2993735007404462,5.10959423245351,5.100000000000001
-0.11774160353934085,5.636168332491581,0.4886519765650264,-0.24095186182813408,5.222764480064562,5.250000000000002
-0.09393000056781083,5.640890100921827,0.49283916899325036,-0.19058956040301503,5.311091432261514,5.400000000000002
-0.07315586929448789,5.635998883992317,0.4956812722107795,-0.1475865105175482,5.379140498469449,5.5500000000000025
-0.05530894524462674,5.6253272544641915,0.4975406395531262,-0.11116467851611744,5.431131402271947,5.700000000000003
-0.0401624289494879,5.61168777292282,0.4987062357890347,-0.08053323994624687,5.470673022389062,5.850000000000003
-0.02743288958902141,5.5970179903205715,0.4993972225737861,-0.05493200272047607,5.5006980668746746,6.0000000000000036
-0.016820769535511572,5.5825692043811195,0.49977354680769,-0.0336567824426772,5.523509613567546,6.150000000000004
-0.008034999106996444,5.569087506156128,0.49994834569514607,-0.016071658554693873,5.540875731513784,6.300000000000004
-0.0008062884436306777,5.556965261030102,0.49999947991861554,-0.0016125785646055402,5.55413429271691,6.450000000000005
0.005106924360882371,5.5463582282123065,0.499979134588127,0.010214274971873287,5.564289207079404,6.600000000000005
0.009916937629637917,5.537271499434104,0.4999213110945522,0.019836997162464006,5.572090969333721,6.750000000000005
0.01380770462587454,5.529620154989498,0.499847431279943,0.02762383831905988,5.578100540120346,6.900000000000006
0.016936983680115904,5.523270689091922,0.49977040543973134,0.0338895290632778,5.582738320679884,7.050000000000006
0.01943899778113369,5.518068396124735,0.49969751730064527,0.038901529641657454,5.586320877222938,7.200000000000006
0.021427199660544252,5.513854803664532,0.49963242987617384,0.04288592649171042,5.5890880824726645,7.350000000000007
0.022996930941432337,5.510478213695423,0.4995765543213344,0.046032846702890706,5.59122299344534,7.500000000000007
0.02422787564675471,5.507799575750288,0.4995299661697131,0.048501345840228124,5.592866339132226,7.6500000000000075
0.025186270525714063,5.505695272903557,0.4994920053043829,0.05042377106789913,5.594127067193842,7.800000000000008
